Average,City,Code,Direction,Full,Maximum,Minimum,Month,Precipitation,WindSpeed,State,Day,Year
49,Chattanooga,CHA,21,2/7/2016,59,38,2,2.75,5.05,Tennessee,7,2016
44,Clarksville,CKV,20,2/7/2016,56,31,2,1.56,6.25,Tennessee,7,2016
43,Crossville,CSV,23,2/7/2016,53,33,2,2.87,4.28,Tennessee,7,2016
47,Knoxville,TYS,17,2/7/2016,57,37,2,3.09,4.7,Tennessee,7,2016
48,Memphis,MEM,21,2/7/2016,59,37,2,1.74,5.45,Tennessee,7,2016
46,Nashville,BNA,24,2/7/2016,57,34,2,1.24,5,Tennessee,7,2016
47,Oak Ridge,OQT,19,2/7/2016,57,36,2,2.42,1.65,Tennessee,7,2016
47,Abilene,ABI,26,2/7/2016,60,32,2,0,7.18,Texas,7,2016
35,Amarillo,AMA,26,2/7/2016,49,21,2,0.11,9.4,Texas,7,2016
48,Austin/Bergstrom,AUS,27,2/7/2016,65,32,2,0,7.02,Texas,7,2016
53,Austin/City,ATT,26,2/7/2016,65,40,2,0,3.95,Texas,7,2016
52,Beaumont/Port Arthur,BPT,20,2/7/2016,64,41,2,0.12,5.77,Texas,7,2016
60,Brownsville,BRO,21,2/7/2016,71,48,2,0,8.57,Texas,7,2016
41,Childress,CDS,22,2/7/2016,54,27,2,0,6.05,Texas,7,2016
52,College Station,CLL,25,2/7/2016,63,40,2,0.1,8.1,Texas,7,2016
58,Corpus Christi,CRP,11,2/7/2016,71,44,2,0,11.81,Texas,7,2016
33,Dalhart,DHT,23,2/7/2016,47,18,2,0.03,9.94,Texas,7,2016
49,Dallas,DAL,21,2/7/2016,59,37,2,0,6.97,Texas,7,2016
48,Dallas-Fort Worth,DFW,25,2/7/2016,60,36,2,0,7.57,Texas,7,2016
53,Del Rio,DRT,20,2/7/2016,69,37,2,0,6,Texas,7,2016
40,El Paso,ELP,23,2/7/2016,53,27,2,0.07,7.65,Texas,7,2016
49,Fort Worth,FTW,25,2/7/2016,61,36,2,0,6.74,Texas,7,2016
55,Galveston,GLS,25,2/7/2016,61,49,2,0.03,8.65,Texas,7,2016
56,Houston,HOU,25,2/7/2016,65,46,2,0.19,7.32,Texas,7,2016
39,Lubbock,LBB,22,2/7/2016,55,24,2,0,6.74,Texas,7,2016
45,Midland,MAF,28,2/7/2016,60,29,2,0,6.6,Texas,7,2016
46,San Angelo,SJT,26,2/7/2016,65,27,2,0,6.78,Texas,7,2016
52,San Antonio,SAT,22,2/7/2016,66,38,2,0,6.65,Texas,7,2016
53,Victoria,VCT,21,2/7/2016,67,39,2,0,9.55,Texas,7,2016
46,Waco,ACT,25,2/7/2016,62,31,2,0.03,7.52,Texas,7,2016
44,Wichita Falls,SPS,21,2/7/2016,57,29,2,0.01,7.5,Texas,7,2016
27,Salt Lake City,SLC,18,2/7/2016,34,19,2,0.11,4.88,Utah,7,2016
41,Blacksburg,BCB,21,2/7/2016,49,33,2,1.23,4.52,VA,7,2016
34,Burlington,BTV,27,2/7/2016,44,25,2,0.24,7.04,Vermont,7,2016
42,Lynchburg,LYH,17,2/7/2016,50,33,2,1.16,3.05,Virginia,7,2016
48,Norfolk,ORF,17,2/7/2016,56,38,2,4.19,9.25,Virginia,7,2016
43,Richmond,RIC,14,2/7/2016,55,35,2,1.31,5.27,Virginia,7,2016
41,Roanoke,ROA,21,2/7/2016,49,33,2,1.23,4.52,Virginia,7,2016
45,Wallops Island,WAL,19,2/7/2016,53,36,2,2.29,7.25,Virginia,7,2016
44,Washington,DCA,19,2/7/2016,51,36,2,0.68,6.61,Virginia,7,2016
25,Deer Park,DEW,22,2/7/2016,36,18,2,0.24,2.75,Washington,7,2016
32,Ephrata,EPH,31,2/7/2016,39,25,2,0.09,4.98,Washington,7,2016
41,Olympia,OLM,17,2/7/2016,48,34,2,1.27,3.94,Washington,7,2016
44,Quillayute,UIL,11,2/7/2016,49,38,2,3.06,4.91,Washington,7,2016
43,Seattle,SEA,19,2/7/2016,49,38,2,1.02,6.08,Washington,7,2016
32,Spokane,GEG,17,2/7/2016,37,27,2,0.14,5.61,Washington,7,2016
37,Yakima,YKM,26,2/7/2016,46,28,2,0.03,2.97,Washington,7,2016
40,Beckley,BKW,27,2/7/2016,48,31,2,0.71,6.1,West Virginia,7,2016
43,Charleston,CRW,24,2/7/2016,54,32,2,0.73,3.5,West Virginia,7,2016
38,Elkins,EKN,24,2/7/2016,50,27,2,0.42,5.28,West Virginia,7,2016
43,Huntington,HTS,24,2/7/2016,54,30,2,1.59,3.91,West Virginia,7,2016
26,Green Bay,GRB,22,2/7/2016,32,19,2,0.87,7.1,Wisconsin,7,2016
24,La Crosse,LSE,19,2/7/2016,32,14,2,0.63,7.11,Wisconsin,7,2016
28,Madison,MSN,22,2/7/2016,34,22,2,0.38,5.01,Wisconsin,7,2016
32,Milwaukee,MKE,23,2/7/2016,37,26,2,0.3,8.57,Wisconsin,7,2016
17,Casper,CPR,22,2/7/2016,24,5,2,0.34,15.75,Wyoming,7,2016
22,Cheyenne,CYS,28,2/7/2016,29,15,2,0.7,15.3,Wyoming,7,2016
20,Lander,LND,20,2/7/2016,30,8,2,0.43,2.81,Wyoming,7,2016
16,Rawlins,RWL,23,2/7/2016,22,10,2,0.52,18.42,Wyoming,7,2016
26,Sheridan,SHR,28,2/7/2016,36,16,2,0.29,6.62,Wyoming,7,2016
41,Birmingham,BHM,25,2/14/2016,51,30,2,0,7.37,Alabama,14,2016
36,Huntsville,HSV,20,2/14/2016,45,26,2,0.01,8.61,Alabama,14,2016
50,Mobile,MOB,21,2/14/2016,62,37,2,0,8.48,Alabama,14,2016
45,Montgomery,MGM,26,2/14/2016,58,32,2,0,7.44,Alabama,14,2016
30,Anchorage,ANC,17,2/14/2016,35,25,2,0.01,2.88,Alaska,14,2016
46,Annette,ANN,14,2/14/2016,49,43,2,4.25,9.58,Alaska,14,2016
18,Bethel,BET,4,2/14/2016,23,13,2,0.02,17.87,Alaska,14,2016
0,Bettles,BTT,25,2/14/2016,12,-10,2,0.24,2.55,Alaska,14,2016
36,Cold Bay,CDB,11,2/14/2016,40,32,2,0.09,9,Alaska,14,2016
39,Cordova,CDV,9,2/14/2016,45,33,2,2.05,5.34,Alaska,14,2016
17,Delta Junction/Ft Greely,BIG,11,2/14/2016,25,9,2,0,13.37,Alaska,14,2016
3,Fairbanks,FAI,4,2/14/2016,14,-8,2,0,1.17,Alaska,14,2016
9,Gulkana,GKN,31,2/14/2016,19,-1,2,0.09,1.27,Alaska,14,2016
60,Gustavus,GST,14,2/14/2016,60,60,2,0,2.08,Alaska,14,2016
37,Homer,HOM,6,2/14/2016,41,32,2,0.69,6.31,Alaska,14,2016
36,Iliamna,ILI,13,2/14/2016,40,31,2,0,7.34,Alaska,14,2016
41,Juneau,JNU,12,2/14/2016,45,36,2,0.85,5.7,Alaska,14,2016
33,Kenai,ENA,2,2/14/2016,38,27,2,0.02,12.78,Alaska,14,2016
46,Ketchikan,KTN,14,2/14/2016,49,43,2,6.42,9.81,Alaska,14,2016
36,King Salmon,AKN,5,2/14/2016,42,29,2,0.13,7.95,Alaska,14,2016
36,Kodiak,ADQ,11,2/14/2016,38,33,2,3.06,11.54,Alaska,14,2016
4,Kotzebue,OTZ,14,2/14/2016,8,-2,2,0,5.62,Alaska,14,2016
2,Mc Grath,MCG,28,2/14/2016,15,-9,2,0.04,1.03,Alaska,14,2016
8,Nome,OME,20,2/14/2016,17,-1,2,0,3.4,Alaska,14,2016
-1,Northway,ORT,15,2/14/2016,10,-13,2,0,0.18,Alaska,14,2016
34,Palmer,PAQ,16,2/14/2016,41,26,2,0.01,7.78,Alaska,14,2016
60,Petersburg,PSG,14,2/14/2016,60,60,2,0,2.1,Alaska,14,2016
60,Shemya,SYA,14,2/14/2016,60,60,2,0,9.54,Alaska,14,2016
46,Sitka,SIT,14,2/14/2016,50,41,2,0.86,7.78,Alaska,14,2016
40,Skagway,SGY,8,2/14/2016,44,36,2,0.6,2.65,Alaska,14,2016
34,St Paul Island,SNP,5,2/14/2016,36,31,2,0.04,15.08,Alaska,14,2016
29,Talkeetna,TKA,6,2/14/2016,35,22,2,0.06,5.55,Alaska,14,2016
3,Tanana,TAL,14,2/14/2016,15,-5,2,0,4.11,Alaska,14,2016
-4,Utqiagvik (Barrow),BRW,7,2/14/2016,-1,-8,2,0.77,23.6,Alaska,14,2016
40,Yakutat,YAK,8,2/14/2016,43,36,2,2.59,5.72,Alaska,14,2016
52,Douglas Bisbee,DUG,14,2/14/2016,76,27,2,0,3.5,Arizona,14,2016
54,Kingman,IGM,4,2/14/2016,72,34,2,0,4.6,Arizona,14,2016
69,Phoenix,PHX,10,2/14/2016,85,54,2,0,2.94,Arizona,14,2016
64,Tucson,TUS,14,2/14/2016,83,44,2,0,3.68,Arizona,14,2016
43,Winslow,INW,19,2/14/2016,65,20,2,0,1.62,Arizona,14,2016
42,Fort Smith,FSM,20,2/14/2016,54,30,2,0,8.97,Arkansas,14,2016
35,Harrison,HRO,21,2/14/2016,44,25,2,0,8.57,Arkansas,14,2016
41,North Little Rock,LZK,0,2/14/2016,50,31,2,0.08,0,Arkansas,14,2016
59,Bakersfield,BFL,14,2/14/2016,74,44,2,0,2.01,California,14,2016
50,Bishop,BIH,32,2/14/2016,71,28,2,0,4.52,California,14,2016
55,China Lake,NID,19,2/14/2016,75,34,2,0,2.5,California,14,2016
59,Concord,CCR,15,2/14/2016,72,45,2,0,1.77,California,14,2016
55,Eureka,EKA,0,2/14/2016,63,47,2,0.08,0,California,14,2016
58,Fresno,FAT,15,2/14/2016,71,44,2,0,1.04,California,14,2016
59,Hayward,HWD,19,2/14/2016,71,48,2,0,1.48,California,14,2016
67,Long Beach,LGB,24,2/14/2016,82,51,2,0,1.98,California,14,2016
66,Los Angeles,LAX,26,2/14/2016,78,54,2,0,2.37,California,14,2016
60,Red Bluff,RBL,33,2/14/2016,74,46,2,0,5.4,California,14,2016
60,Redding,RDD,24,2/14/2016,75,44,2,0,2.8,California,14,2016
57,Sacramento,SAC,25,2/14/2016,72,42,2,0,2.67,California,14,2016
61,Salinas,SNS,17,2/14/2016,75,47,2,0,5.47,California,14,2016
67,San Diego,SAN,31,2/14/2016,80,54,2,0,2.48,California,14,2016
59,San Francisco,SFO,20,2/14/2016,67,50,2,0,5.05,California,14,2016
60,Sandberg,SDB,14,2/14/2016,68,52,2,0,15.64,California,14,2016
62,Santa Barbara,SBA,19,2/14/2016,79,44,2,0,1.74,California,14,2016
62,Santa Maria,SMX,18,2/14/2016,79,45,2,0,3.14,California,14,2016
57,Stockton,SCK,25,2/14/2016,72,42,2,0,3.04,California,14,2016
32,Alamosa,ALS,28,2/14/2016,51,12,2,0,2.28,Colorado,14,2016
38,Colorado Springs,COS,16,2/14/2016,54,24,2,0,4.45,Colorado,14,2016
14,Craig,CAG,21,2/14/2016,31,-2,2,0,1.01,Colorado,14,2016
41,Denver,DEN,20,2/14/2016,56,26,2,0,5.94,Colorado,14,2016
30,Grand Junction,GJT,11,2/14/2016,42,18,2,0,2.42,Colorado,14,2016
45,Pueblo,PUB,20,2/14/2016,64,25,2,0,3.48,Colorado,14,2016
21,Bridgeport,BDR,21,2/14/2016,29,13,2,0.41,10.42,Connecticut,14,2016
16,Windsor Locks,BDL,20,2/14/2016,25,7,2,0.42,8.45,Connecticut,14,2016
24,Wilmington,ILG,21,2/14/2016,29,19,2,0.54,10.48,Delaware,14,2016
53,Daytona Beach,DAB,23,2/14/2016,64,41,2,0,8.27,Florida,14,2016
61,Fort Lauderdale,FLL,23,2/14/2016,69,52,2,0,6.82,Florida,14,2016
50,Gainesville,GNV,24,2/14/2016,64,35,2,0,9.27,Florida,14,2016
48,Jacksonville,JAX,23,2/14/2016,62,35,2,0,9.61,Florida,14,2016
65,Key West,EYW,20,2/14/2016,70,60,2,0,8.95,Florida,14,2016
62,Miami,MIA,19,2/14/2016,70,54,2,0,5.08,Florida,14,2016
55,Orlando,MCO,24,2/14/2016,67,42,2,0,8.24,Florida,14,2016
52,Pensacola,PNS,26,2/14/2016,62,41,2,0,10.25,Florida,14,2016
50,Tallahassee,TLH,25,2/14/2016,65,34,2,0,7.67,Florida,14,2016
57,Tampa,TPA,24,2/14/2016,66,47,2,0.01,7.07,Florida,14,2016
55,Vero Beach,VRB,25,2/14/2016,67,43,2,0,7.22,Florida,14,2016
59,West Palm Beach,PBI,25,2/14/2016,69,48,2,0,7.48,Florida,14,2016
46,Alma,AMG,23,2/14/2016,58,34,2,0.04,7.37,Georgia,14,2016
38,Athens,AHN,26,2/14/2016,48,28,2,0.04,7.37,Georgia,14,2016
39,Atlanta,ATL,28,2/14/2016,48,29,2,0,9.9,Georgia,14,2016
40,Augusta,AGS,26,2/14/2016,51,28,2,0,7.02,Georgia,14,2016
41,Macon,MCN,26,2/14/2016,53,29,2,0,7.32,Georgia,14,2016
44,Savannah,SAV,22,2/14/2016,55,32,2,0.08,8.44,Georgia,14,2016
73,Hilo,ITO,23,2/14/2016,83,63,2,0.11,2.5,Hawaii,14,2016
74,Honolulu,HNL,15,2/14/2016,83,65,2,0,4.71,Hawaii,14,2016
71,Kahului,OGG,6,2/14/2016,83,59,2,0,6.08,Hawaii,14,2016
70,Kaunakakai,MKK,3,2/14/2016,81,59,2,0,5.94,Hawaii,14,2016
71,Lihue,LIH,16,2/14/2016,79,62,2,0.03,4.92,Hawaii,14,2016
38,Boise,BOI,20,2/14/2016,46,30,2,0.27,2.41,Idaho,14,2016
47,Lewiston,LWS,14,2/14/2016,54,38,2,0.33,3.64,Idaho,14,2016
30,Pocatello,PIH,9,2/14/2016,38,21,2,0.01,7,Idaho,14,2016
15,Chicago,ORD,28,2/14/2016,21,9,2,0.14,10.84,Illinois,14,2016
17,Moline,MLI,24,2/14/2016,23,10,2,0.28,9.7,Illinois,14,2016
18,Peoria,PIA,29,2/14/2016,24,11,2,0.23,7.42,Illinois,14,2016
17,Quincy,UIN,21,2/14/2016,24,10,2,0.1,10.45,Illinois,14,2016
15,Rockford,RFD,29,2/14/2016,21,9,2,0.14,10.14,Illinois,14,2016
19,Springfield,SPI,19,2/14/2016,26,13,2,0.46,9.27,Illinois,14,2016
26,Evansville,EVV,23,2/14/2016,31,20,2,0.33,7.35,Indiana,14,2016
17,Fort Wayne,FWA,24,2/14/2016,25,12,2,0.12,11.3,Indiana,14,2016
19,Indianapolis,IND,26,2/14/2016,24,13,2,0.16,10.25,Indiana,14,2016
15,South Bend,SBN,26,2/14/2016,21,8,2,0.62,9.55,Indiana,14,2016
14,Cedar Rapids,CID,24,2/14/2016,20,7,2,0.06,11.28,Iowa,14,2016
15,Des Moines,DSM,20,2/14/2016,21,9,2,0.34,10.68,Iowa,14,2016
12,Dubuque,DBQ,30,2/14/2016,18,6,2,0.23,10.97,Iowa,14,2016
19,Sioux City,SUX,21,2/14/2016,25,13,2,0.08,12.71,Iowa,14,2016
10,Waterloo,ALO,26,2/14/2016,17,3,2,0.14,10.87,Iowa,14,2016
30,Concordia,CNK,19,2/14/2016,39,21,2,0,8.7,Kansas,14,2016
38,Dodge City,DDC,24,2/14/2016,52,24,2,0,8.78,Kansas,14,2016
36,Goodland,GLD,25,2/14/2016,47,25,2,0.01,10.45,Kansas,14,2016
39,Medicine Lodge,P28,16,2/14/2016,53,25,2,0,6.91,Kansas,14,2016
32,Topeka,TOP,21,2/14/2016,41,22,2,0,8.61,Kansas,14,2016
38,Wichita,ICT,18,2/14/2016,50,26,2,0,10.14,Kansas,14,2016
20,Covington,CVG,25,2/14/2016,25,14,2,0.62,8.12,Kentucky,14,2016
23,Jackson,JKL,25,2/14/2016,28,16,2,0.51,2.68,Kentucky,14,2016
23,Lexington,LEX,26,2/14/2016,28,17,2,0.52,7.68,Kentucky,14,2016
25,Louisville,SDF,27,2/14/2016,31,19,2,0.57,8.94,Kentucky,14,2016
27,Paducah,PAH,20,2/14/2016,34,20,2,0.54,7.12,Kentucky,14,2016
54,Baton Rouge,BTR,21,2/14/2016,65,42,2,0,8.44,Louisiana,14,2016
56,Lake Charles,LCH,22,2/14/2016,67,44,2,0.01,7.05,Louisiana,14,2016
56,New Orleans,MSY,22,2/14/2016,66,45,2,0,9.62,Louisiana,14,2016
53,Shreveport,SHV,19,2/14/2016,65,40,2,0,9.45,Louisiana,14,2016
52,Slidell,ASD,22,2/14/2016,65,39,2,0,4.87,Louisiana,14,2016
10,Bangor,BGR,25,2/14/2016,19,1,2,0.19,9.12,Maine,14,2016
6,Caribou,CAR,20,2/14/2016,14,-2,2,0.25,6.22,Maine,14,2016
14,Portland,PWM,25,2/14/2016,24,3,2,0.41,8.05,Maine,14,2016
26,Baltimore,BWI,23,2/14/2016,32,19,2,0.39,7.67,Maryland,14,2016
28,Salisbury,SBY,21,2/14/2016,33,21,2,0.18,7.68,Maryland,14,2016
18,Boston,BOS,24,2/14/2016,27,9,2,0.54,12.74,Massachusetts,14,2016
60,Milton,MQE,24,2/14/2016,60,60,2,0,11.64,Massachusetts,14,2016
13,Worcester,ORH,19,2/14/2016,22,3,2,0.55,11.64,Massachusetts,14,2016
13,Alpena,APN,29,2/14/2016,22,4,2,0.39,7.72,Michigan,14,2016
19,Detroit,DTW,25,2/14/2016,26,12,2,0.22,8.75,Michigan,14,2016
17,Flint,FNT,27,2/14/2016,25,9,2,0.76,8.45,Michigan,14,2016
19,Grand Rapids,GRR,27,2/14/2016,25,12,2,0.04,10.17,Michigan,14,2016
13,Houghton Lake,HTL,29,2/14/2016,21,5,2,0.12,7.18,Michigan,14,2016
18,Lansing,LAN,26,2/14/2016,24,11,2,0.1,9.7,Michigan,14,2016
5,Marquette,MQT,0,2/14/2016,14,-2,2,0.55,0,Michigan,14,2016
20,Muskegon,MKG,29,2/14/2016,25,14,2,0.1,10.51,Michigan,14,2016
8,Sault Ste Marie,ANJ,29,2/14/2016,18,-1,2,0.23,5.78,Michigan,14,2016
2,Duluth,DLH,29,2/14/2016,11,-7,2,0.12,10.81,Minnesota,14,2016
-3,International Falls,INL,21,2/14/2016,7,-15,2,0.18,7.55,Minnesota,14,2016
9,Minneapolis,MSP,26,2/14/2016,15,3,2,0.05,9.98,Minnesota,14,2016
6,Rochester,RST,27,2/14/2016,12,0,2,0.09,12.52,Minnesota,14,2016
7,St Cloud,STC,26,2/14/2016,14,0,2,0.07,9.54,Minnesota,14,2016
43,Greenville,GLH,20,2/14/2016,55,30,2,0,8.32,Mississippi,14,2016
42,Greenwood,GWO,23,2/14/2016,54,30,2,0,5,Mississippi,14,2016
52,Gulfport,GPT,22,2/14/2016,64,39,2,0,7.35,Mississippi,14,2016
49,Hattiesburg,HBG,22,2/14/2016,64,35,2,0,7.22,Mississippi,14,2016
48,Jackson,JAN,22,2/14/2016,60,35,2,0,7.17,Mississippi,14,2016
44,Meridian,MEI,22,2/14/2016,59,29,2,0,6.85,Mississippi,14,2016
38,Tupelo,TUP,23,2/14/2016,50,26,2,0,7.28,Mississippi,14,2016
26,Cape Girardeau,CGI,21,2/14/2016,33,19,2,0.41,8.78,Missouri,14,2016
24,Columbia,COU,19,2/14/2016,30,17,2,0.26,10.98,Missouri,14,2016
27,Kansas City,MCI,22,2/14/2016,36,18,2,0,10.11,Missouri,14,2016
24,Rolla/Vichy,VIH,19,2/14/2016,31,17,2,0.15,9.95,Missouri,14,2016
32,Springfield,SGF,21,2/14/2016,41,23,2,0,10.58,Missouri,14,2016
27,St Joseph,STJ,22,2/14/2016,36,17,2,0,9.87,Missouri,14,2016
24,St Louis,STL,21,2/14/2016,30,18,2,0.26,9.38,Missouri,14,2016
45,Billings,BIL,24,2/14/2016,56,33,2,0.01,11.72,Montana,14,2016
32,Butte,BTM,24,2/14/2016,43,20,2,0.04,3.02,Montana,14,2016
43,Cut Bank,CTB,25,2/14/2016,54,32,2,0,15.75,Montana,14,2016
37,Dillon,DLN,21,2/14/2016,46,28,2,0,11.22,Montana,14,2016
31,Glasgow,GGW,21,2/14/2016,39,22,2,0.13,6.11,Montana,14,2016
45,Great Falls,GTF,23,2/14/2016,57,32,2,0,11.97,Montana,14,2016
37,Havre,HVR,20,2/14/2016,49,24,2,0,8.38,Montana,14,2016
40,Helena,HLN,27,2/14/2016,51,29,2,0.08,5.44,Montana,14,2016
35,Kalispell,GPI,24,2/14/2016,43,26,2,0.24,2.96,Montana,14,2016
38,Miles City,MLS,26,2/14/2016,48,27,2,0.11,7.22,Montana,14,2016
35,Missoula,MSO,24,2/14/2016,44,27,2,0.11,1.18,Montana,14,2016
26,Grand Island,GRI,21,2/14/2016,34,18,2,0,9.34,Nebraska,14,2016
25,Lincoln,LNK,17,2/14/2016,32,18,2,0,8.9,Nebraska,14,2016
24,Norfolk,OFK,22,2/14/2016,30,17,2,0.13,10.4,Nebraska,14,2016
32,North Platte,LBF,23,2/14/2016,41,21,2,0,7.54,Nebraska,14,2016
22,Omaha,OMA,21,2/14/2016,29,15,2,0,10.7,Nebraska,14,2016
40,Scottsbluff,BFF,27,2/14/2016,52,26,2,0.06,8.88,Nebraska,14,2016
36,Sidney,SNY,26,2/14/2016,46,26,2,0.01,10.87,Nebraska,14,2016
33,Valentine,VTN,25,2/14/2016,43,24,2,0.06,8.8,Nebraska,14,2016
27,Ely,ELY,17,2/14/2016,43,11,2,0,9.84,Nevada,14,2016
24,Eureka,P68,21,2/14/2016,39,8,2,0,4.21,Nevada,14,2016
60,Las Vegas,LAS,20,2/14/2016,73,46,2,0,2.95,Nevada,14,2016
55,Mercury,DRA,6,2/14/2016,71,39,2,0,6.25,Nevada,14,2016
46,Reno,RNO,20,2/14/2016,61,30,2,0,1.24,Nevada,14,2016
42,Winnemucca,WMC,10,2/14/2016,56,28,2,0,6.34,Nevada,14,2016
14,Concord,CON,25,2/14/2016,24,3,2,0.21,6.94,New Hampshire,14,2016
60,Mt. Washington,MWN,24,2/14/2016,60,60,2,0,32.77,New Hampshire,14,2016
26,Atlantic City,ACY,21,2/14/2016,32,20,2,0.12,11.38,New Jersey,14,2016
25,Newark,EWR,20,2/14/2016,31,18,2,0.06,12.02,New Jersey,14,2016
47,Albuquerque,ABQ,34,2/14/2016,64,31,2,0,3.91,New Mexico,14,2016
47,Clayton,CAO,27,2/14/2016,65,29,2,0,6.72,New Mexico,14,2016
48,Roswell,ROW,27,2/14/2016,68,28,2,0,2.28,New Mexico,14,2016
17,Albany,ALB,21,2/14/2016,26,8,2,0.16,7.6,New York,14,2016
14,Binghamton,BGM,25,2/14/2016,21,7,2,0.22,8.42,New York,14,2016
19,Buffalo,BUF,22,2/14/2016,25,11,2,0.42,11.04,New York,14,2016
14,Glens Falls,GFL,19,2/14/2016,23,5,2,0.09,5.25,New York,14,2016
22,Islip,ISP,21,2/14/2016,28,15,2,0.18,11.65,New York,14,2016
25,New York,LGA,22,2/14/2016,31,19,2,0.12,13.67,New York,14,2016
19,Rochester,ROC,24,2/14/2016,26,12,2,0.23,10.84,New York,14,2016
15,Syracuse,SYR,18,2/14/2016,23,7,2,0.51,10.27,New York,14,2016
27,Asheville,AVL,31,2/14/2016,34,20,2,0,8.82,North Carolina,14,2016
36,Cape Hatteras,HSE,22,2/14/2016,40,32,2,0.53,9.27,North Carolina,14,2016
32,Charlotte,CLT,22,2/14/2016,41,23,2,0.01,4.92,North Carolina,14,2016
29,Greensboro,GSO,22,2/14/2016,38,20,2,0.1,7.05,North Carolina,14,2016
30,Hickory,HKY,27,2/14/2016,37,22,2,0,4.65,North Carolina,14,2016
31,Raleigh/Durham,RDU,22,2/14/2016,39,23,2,0.09,3.95,North Carolina,14,2016
37,Wilmington,ILM,21,2/14/2016,44,28,2,0.07,8.64,North Carolina,14,2016
23,Bismarck,BIS,17,2/14/2016,31,15,2,0.22,7.44,North Dakota,14,2016
25,Dickinson,DIK,21,2/14/2016,33,16,2,0.15,8.7,North Dakota,14,2016
9,Fargo,FAR,24,2/14/2016,16,1,2,0.13,12.3,North Dakota,14,2016
7,Grand Forks,GFK,24,2/14/2016,14,0,2,0.09,11.98,North Dakota,14,2016
24,Williston,ISN,13,2/14/2016,32,16,2,0.54,5,North Dakota,14,2016
17,Akron,CAK,24,2/14/2016,23,11,2,0.45,9.61,Ohio,14,2016
19,Cleveland,CLE,24,2/14/2016,25,14,2,1.01,9.72,Ohio,14,2016
18,Columbus,CMH,25,2/14/2016,24,12,2,0.65,8.38,Ohio,14,2016
17,Dayton,DAY,26,2/14/2016,24,10,2,0.23,10.74,Ohio,14,2016
17,Mansfield,MFD,23,2/14/2016,23,10,2,0.64,8.47,Ohio,14,2016
19,Toledo,TOL,25,2/14/2016,25,12,2,0.14,9.61,Ohio,14,2016
18,Youngstown/Warren,YNG,23,2/14/2016,24,12,2,0.46,8.87,Ohio,14,2016
43,Gage,GAG,24,2/14/2016,62,23,2,0,6.52,Oklahoma,14,2016
45,Oklahoma City,OKC,20,2/14/2016,59,31,2,0,10.17,Oklahoma,14,2016
41,Ponca City,PNC,15,2/14/2016,55,27,2,0,6.95,Oklahoma,14,2016
42,Tulsa,TUL,20,2/14/2016,55,30,2,0,9.94,Oklahoma,14,2016
52,Astoria,AST,15,2/14/2016,58,46,2,3.04,7.95,Oregon,14,2016
29,Burns,BNO,27,2/14/2016,38,20,2,0.04,1.8,Oregon,14,2016
49,Eugene,EUG,17,2/14/2016,57,41,2,0.74,4.34,Oregon,14,2016
52,Medford,MFR,17,2/14/2016,64,40,2,0.02,1.28,Oregon,14,2016
43,Pendleton,PDT,18,2/14/2016,51,34,2,0.44,3.07,Oregon,14,2016
51,Portland,PDX,13,2/14/2016,58,44,2,0.85,6.67,Oregon,14,2016
45,Redmond,RDM,18,2/14/2016,60,30,2,0,2.17,Oregon,14,2016
50,Salem,SLE,16,2/14/2016,58,41,2,0.72,5.92,Oregon,14,2016
23,Allentown,ABE,22,2/14/2016,28,17,2,0.21,8.78,Pennsylvania,14,2016
22,Erie,ERI,22,2/14/2016,26,17,2,0.7,10.64,Pennsylvania,14,2016
23,Harrisburg,MDT,23,2/14/2016,28,17,2,0.58,9.15,Pennsylvania,14,2016
26,Philadelphia,PHL,22,2/14/2016,30,21,2,0.11,11.35,Pennsylvania,14,2016
18,Pittsburgh,PIT,22,2/14/2016,24,11,2,0.35,8.47,Pennsylvania,14,2016
19,Wilkes-Barre/Scranton,AVP,25,2/14/2016,25,13,2,0.29,7.6,Pennsylvania,14,2016
21,Williamsport,IPT,22,2/14/2016,28,14,2,0.22,7.61,Pennsylvania,14,2016
79,San Juan,SJU,9,2/14/2016,85,73,2,0.83,5.31,Puerto Rico,14,2016
18,Providence,PVD,25,2/14/2016,27,9,2,0.6,10.28,Rhode Island,14,2016
36,Anderson,AND,24,2/14/2016,45,27,2,0,8.58,South Carolina,14,2016
41,Charleston,CHS,20,2/14/2016,51,31,2,0.08,7.58,South Carolina,14,2016
39,Columbia,CAE,21,2/14/2016,48,28,2,0.05,7.31,South Carolina,14,2016
33,Greer,GSP,16,2/14/2016,42,24,2,0.04,6.47,South Carolina,14,2016
16,Aberdeen,ABR,12,2/14/2016,24,9,2,0.42,10.48,South Dakota,14,2016
18,Huron,HON,18,2/14/2016,25,11,2,0.09,10.82,South Dakota,14,2016
27,Pierre,PIR,17,2/14/2016,35,18,2,0.22,9.11,South Dakota,14,2016
37,Rapid City,RAP,29,2/14/2016,49,24,2,0.23,8.61,South Dakota,14,2016
13,Sioux Falls,FSD,22,2/14/2016,20,6,2,0.18,11.52,South Dakota,14,2016
25,Bristol/Jhnsn Cty/Kngsprt,TRI,23,2/14/2016,32,18,2,0.62,6.74,Tennessee,14,2016
35,Chattanooga,CHA,23,2/14/2016,43,27,2,0.02,6.97,Tennessee,14,2016
28,Clarksville,CKV,20,2/14/2016,34,21,2,0.27,7.8,Tennessee,14,2016
